9916 DISPATCH 4,-7 inFlight=1 remaining=62
CALL 4,-7 took=40.946265ms
9957 COMPLETE 4,-7 inFlight=0 remaining=62
9957 DISPATCH 4,-6 inFlight=1 remaining=61
CALL 4,-6 took=43.251007ms
10001 COMPLETE 4,-6 inFlight=0 remaining=61
10001 DISPATCH 4,-5 inFlight=1 remaining=60
CALL 4,-5 took=35.426272ms
10036 COMPLETE 4,-5 inFlight=0 remaining=60
10036 DISPATCH 4,-4 inFlight=1 remaining=59
CALL 4,-4 took=35.673736ms
10072 COMPLETE 4,-4 inFlight=0 remaining=59
10072 DISPATCH 4,-3 inFlight=1 remaining=58
CALL 4,-3 took=34.812491ms
10107 COMPLETE 4,-3 inFlight=0 remaining=58
10107 DISPATCH 4,-2 inFlight=1 remaining=57
CALL 4,-2 took=36.073305ms
10144 COMPLETE 4,-2 inFlight=0 remaining=57
10144 DISPATCH 4,-1 inFlight=1 remaining=56
CALL 4,-1 took=36.694822ms
10180 COMPLETE 4,-1 inFlight=0 remaining=56
10181 DISPATCH 4,0 inFlight=1 remaining=55
CALL 4,0 took=41.113618ms
10222 COMPLETE 4,0 inFlight=0 remaining=55
10222 DISPATCH 4,1 inFlight=1 remaining=54
CALL 4,1 took=36.156421ms
10258 COMPLETE 4,1 inFlight=0 remaining=54
10258 DISPATCH 4,2 inFlight=1 remaining=53
CALL 4,2 took=43.831156ms
10302 COMPLETE 4,2 inFlight=0 remaining=53
10302 DISPATCH 4,3 inFlight=1 remaining=52
CALL 4,3 took=35.560503ms
10338 COMPLETE 4,3 inFlight=0 remaining=52
10338 DISPATCH 4,4 inFlight=1 remaining=51
CALL 4,4 took=45.975167ms
10384 COMPLETE 4,4 inFlight=0 remaining=51
10384 DISPATCH 4,5 inFlight=1 remaining=50
CALL 4,5 took=32.75879ms
10417 COMPLETE 4,5 inFlight=0 remaining=50
10417 DISPATCH 4,6 inFlight=1 remaining=49
CALL 4,6 took=32.576147ms
10450 COMPLETE 4,6 inFlight=0 remaining=49
10450 DISPATCH 4,7 inFlight=1 remaining=48
CALL 4,7 took=32.264913ms
10483 COMPLETE 4,7 inFlight=0 remaining=48
10483 DISPATCH 5,-8 inFlight=1 remaining=47
CALL 5,-8 took=92.58297ms
10575 COMPLETE 5,-8 inFlight=0 remaining=47
10575 DISPATCH 5,-7 inFlight=1 remaining=46
CALL 5,-7 took=33.699663ms
10609 COMPLETE 5,-7 inFlight=0 remaining=46
10609 DISPATCH 5,-6 inFlight=1 remaining=45
CALL 5,-6 took=40.500218ms
10650 COMPLETE 5,-6 inFlight=0 remaining=45
10650 DISPATCH 5,-5 inFlight=1 remaining=44
CALL 5,-5 took=33.879521ms
10684 COMPLETE 5,-5 inFlight=0 remaining=44
10684 DISPATCH 5,-4 inFlight=1 remaining=43
CALL 5,-4 took=38.160039ms
10723 COMPLETE 5,-4 inFlight=0 remaining=43
10723 DISPATCH 5,-3 inFlight=1 remaining=42
CALL 5,-3 took=34.207546ms
10757 COMPLETE 5,-3 inFlight=0 remaining=42
10757 DISPATCH 5,-2 inFlight=1 remaining=41
CALL 5,-2 took=39.468353ms
10797 COMPLETE 5,-2 inFlight=0 remaining=41
10797 DISPATCH 5,-1 inFlight=1 remaining=40
CALL 5,-1 took=40.809258ms
10838 COMPLETE 5,-1 inFlight=0 remaining=40
10838 DISPATCH 5,0 inFlight=1 remaining=39
CALL 5,0 took=34.798454ms
10873 COMPLETE 5,0 inFlight=0 remaining=39
10873 DISPATCH 5,1 inFlight=1 remaining=38
CALL 5,1 took=37.154123ms
10910 COMPLETE 5,1 inFlight=0 remaining=38
10910 DISPATCH 5,2 inFlight=1 remaining=37
CALL 5,2 took=44.158269ms
10955 COMPLETE 5,2 inFlight=0 remaining=37
10955 DISPATCH 5,3 inFlight=1 remaining=36
CALL 5,3 took=38.94967ms
10994 COMPLETE 5,3 inFlight=0 remaining=36
10994 DISPATCH 5,4 inFlight=1 remaining=35
CALL 5,4 took=35.116962ms
11029 COMPLETE 5,4 inFlight=0 remaining=35
11029 DISPATCH 5,5 inFlight=1 remaining=34
CALL 5,5 took=32.729494ms
11062 COMPLETE 5,5 inFlight=0 remaining=34
11062 DISPATCH 5,6 inFlight=1 remaining=33
CALL 5,6 took=34.255937ms
11097 COMPLETE 5,6 inFlight=0 remaining=33
11097 DISPATCH 5,7 inFlight=1 remaining=32
CALL 5,7 took=32.873915ms
11130 COMPLETE 5,7 inFlight=0 remaining=32
11130 DISPATCH 6,-8 inFlight=1 remaining=31
CALL 6,-8 took=99.264561ms
11229 COMPLETE 6,-8 inFlight=0 remaining=31
11229 DISPATCH 6,-7 inFlight=1 remaining=30
CALL 6,-7 took=51.067236ms
11281 COMPLETE 6,-7 inFlight=0 remaining=30
11281 DISPATCH 6,-6 inFlight=1 remaining=29
CALL 6,-6 took=37.588387ms
11318 COMPLETE 6,-6 inFlight=0 remaining=29
11319 DISPATCH 6,-5 inFlight=1 remaining=28
CALL 6,-5 took=39.250855ms
11358 COMPLETE 6,-5 inFlight=0 remaining=28
11358 DISPATCH 6,-4 inFlight=1 remaining=27
CALL 6,-4 took=39.180833ms
11397 COMPLETE 6,-4 inFlight=0 remaining=27
11397 DISPATCH 6,-3 inFlight=1 remaining=26
CALL 6,-3 took=36.575187ms
11434 COMPLETE 6,-3 inFlight=0 remaining=26
11434 DISPATCH 6,-2 inFlight=1 remaining=25
CALL 6,-2 took=39.208165ms
11474 COMPLETE 6,-2 inFlight=0 remaining=25
11474 DISPATCH 6,-1 inFlight=1 remaining=24
CALL 6,-1 took=35.207642ms
11509 COMPLETE 6,-1 inFlight=0 remaining=24
11509 DISPATCH 6,0 inFlight=1 remaining=23
CALL 6,0 took=36.503963ms
11546 COMPLETE 6,0 inFlight=0 remaining=23
11546 DISPATCH 6,1 inFlight=1 remaining=22
CALL 6,1 took=36.622686ms
11583 COMPLETE 6,1 inFlight=0 remaining=22
11583 DISPATCH 6,2 inFlight=1 remaining=21
CALL 6,2 took=36.145691ms
11619 COMPLETE 6,2 inFlight=0 remaining=21
11619 DISPATCH 6,3 inFlight=1 remaining=20
CALL 6,3 took=37.089331ms
11657 COMPLETE 6,3 inFlight=0 remaining=20
11657 DISPATCH 6,4 inFlight=1 remaining=19
CALL 6,4 took=40.002054ms
11697 COMPLETE 6,4 inFlight=0 remaining=19
11697 DISPATCH 6,5 inFlight=1 remaining=18
CALL 6,5 took=34.981227ms
11732 COMPLETE 6,5 inFlight=0 remaining=18
11732 DISPATCH 6,6 inFlight=1 remaining=17
CALL 6,6 took=35.548481ms
11768 COMPLETE 6,6 inFlight=0 remaining=17
11768 DISPATCH 6,7 inFlight=1 remaining=16
CALL 6,7 took=36.685203ms
11805 COMPLETE 6,7 inFlight=0 remaining=16
11805 DISPATCH 7,-8 inFlight=1 remaining=15
CALL 7,-8 took=93.450226ms
11898 COMPLETE 7,-8 inFlight=0 remaining=15
11899 DISPATCH 7,-7 inFlight=1 remaining=14
CALL 7,-7 took=36.995805ms
11936 COMPLETE 7,-7 inFlight=0 remaining=14
11936 DISPATCH 7,-6 inFlight=1 remaining=13
CALL 7,-6 took=36.226533ms
11972 COMPLETE 7,-6 inFlight=0 remaining=13
11972 DISPATCH 7,-5 inFlight=1 remaining=12
CALL 7,-5 took=41.457273ms
12014 COMPLETE 7,-5 inFlight=0 remaining=12
12014 DISPATCH 7,-4 inFlight=1 remaining=11
CALL 7,-4 took=38.532528ms
12053 COMPLETE 7,-4 inFlight=0 remaining=11
12053 DISPATCH 7,-3 inFlight=1 remaining=10
CALL 7,-3 took=35.765608ms
12089 COMPLETE 7,-3 inFlight=0 remaining=10
12089 DISPATCH 7,-2 inFlight=1 remaining=9
CALL 7,-2 took=37.05651ms
12126 COMPLETE 7,-2 inFlight=0 remaining=9
12126 DISPATCH 7,-1 inFlight=1 remaining=8
CALL 7,-1 took=35.10033ms
12161 COMPLETE 7,-1 inFlight=0 remaining=8
12161 DISPATCH 7,0 inFlight=1 remaining=7
CALL 7,0 took=34.822971ms
12196 COMPLETE 7,0 inFlight=0 remaining=7
12197 DISPATCH 7,1 inFlight=1 remaining=6
CALL 7,1 took=36.891881ms
12234 COMPLETE 7,1 inFlight=0 remaining=6
12234 DISPATCH 7,2 inFlight=1 remaining=5
CALL 7,2 took=32.979403ms
12267 COMPLETE 7,2 inFlight=0 remaining=5
12267 DISPATCH 7,3 inFlight=1 remaining=4
CALL 7,3 took=35.055727ms
12302 COMPLETE 7,3 inFlight=0 remaining=4
12302 DISPATCH 7,4 inFlight=1 remaining=3
CALL 7,4 took=43.618267ms
12346 COMPLETE 7,4 inFlight=0 remaining=3
12346 DISPATCH 7,5 inFlight=1 remaining=2
CALL 7,5 took=40.987051ms
12387 COMPLETE 7,5 inFlight=0 remaining=2
12387 DISPATCH 7,6 inFlight=1 remaining=1
CALL 7,6 took=40.706506ms
12428 COMPLETE 7,6 inFlight=0 remaining=1
12428 DISPATCH 7,7 inFlight=1 remaining=0
CALL 7,7 took=40.855154ms
12469 COMPLETE 7,7 inFlight=0 remaining=0
