t_seconds,cpu_pct
144.22,293.81
144.72,231.84
145.22,269.77
145.72,301.81
146.22,301.80
146.72,285.81
147.22,339.45
147.73,281.86
148.23,303.80
148.73,261.74
149.23,259.85
149.73,263.24
150.23,259.85
150.73,285.79
151.23,304.88
151.73,265.56
152.23,95.92
152.73,0.00
153.23,0.00
153.73,0.00
154.23,0.00
154.73,0.00
155.23,0.00
155.73,0.00
156.23,0.00
156.73,0.00
157.23,0.00
157.74,0.00
158.24,0.00
158.74,0.00
159.24,0.00
159.74,0.00
160.24,0.00
160.74,0.00
161.24,0.00
161.74,0.00
162.24,0.00
162.74,0.00
163.24,0.00
163.74,0.00
164.24,0.00
164.74,0.00
165.24,2.00
165.74,0.00
166.24,0.00
166.74,0.00
167.24,0.00
167.74,0.00
168.24,0.00
168.74,0.00
169.24,0.00
169.75,0.00
170.25,0.00
170.75,0.00
171.25,0.00
171.75,0.00
172.25,0.00
172.75,0.00
173.25,0.00
173.75,0.00
174.25,0.00
174.75,0.00
175.25,0.00
175.75,0.00
176.25,0.00
176.75,0.00
177.25,0.00
177.75,0.00
178.25,0.00
178.75,0.00
179.25,0.00
179.75,0.00
180.25,0.00
180.75,0.00
181.25,0.00
181.75,0.00
182.26,0.00
182.76,0.00
183.26,0.00
183.76,0.00
184.26,0.00
184.76,0.00
185.26,0.00
185.76,0.00
186.26,0.00
186.76,0.00
187.26,0.00
187.76,0.00
188.26,0.00
188.76,0.00
189.26,0.00
189.76,0.00
190.26,0.00
190.76,0.00
191.26,0.00
191.76,0.00
192.26,0.00
192.76,0.00
193.26,0.00
193.76,0.00
194.27,0.00
194.77,0.00
195.27,0.00
195.77,0.00
196.27,0.00
196.77,0.00
197.27,0.00
197.77,0.00
198.27,0.00
198.77,0.00
199.27,0.00
199.77,0.00
200.27,0.00
200.77,0.00
201.27,0.00
201.77,0.00
202.27,0.00
202.77,0.00
203.27,0.00
203.77,0.00
204.27,0.00
204.77,0.00
205.27,0.00
205.77,0.00
206.27,0.00
206.77,0.00
207.28,0.00
207.78,0.00
208.28,0.00
208.78,0.00
209.28,0.00
209.78,2.00
210.28,0.00
210.78,0.00
211.28,0.00
211.78,0.00
212.28,85.95
212.78,99.93
213.28,99.92
213.78,17.98
