ts,reads,sectors_read,read_ticks,writes,sectors_written,write_ticks,io_ticks,weighted_ticks
1789790035.6775675,3537884,484840907,1067917,15617533,918939756,7312587,12122400,8380504
1789790036.6780329,3537885,484840915,1067917,15617533,918939756,7312587,12122404,8380505
1789790037.6784556,3537887,484840931,1067917,15618729,918952711,7312815,12122908,8380733
1789790038.678954,3537887,484840931,1067917,15619005,918955581,7312863,12123028,8380781
1789790039.67938,3537887,484840931,1067917,15619938,918966031,7313044,12123448,8380961
1789790040.6798434,3537889,484840947,1067918,15621125,918979125,7313274,12123964,8381192
1789790041.680312,3537889,484840947,1067918,15621131,918979200,7313275,12123968,8381194
1789790042.683285,3537889,484840947,1067918,15621299,918980959,7313308,12124064,8381227
1789790043.6837666,3537890,484840955,1067918,15622326,918992556,7313499,12124460,8381418
1789790044.6841354,3537890,484840955,1067918,15623275,919003125,7313672,12124876,8381591
1789790045.6845334,3537890,484840955,1067918,15623450,919005468,7313705,12124964,8381624
1789790046.6849904,3537891,484840963,1067918,15624562,919018335,7313927,12125468,8381846
1789790047.6855698,3537891,484840963,1067918,15624654,919019153,7313947,12125528,8381866
1789790048.6860867,3537893,484840979,1067919,15625759,919031979,7314157,12126000,8382076
1789790049.6895537,3537893,484840979,1067919,15630462,919088716,7316231,12126376,8384151
1789790050.689968,3537893,484840979,1067919,15630981,919095255,7316364,12126580,8384284
1789790051.6904197,3537895,484840995,1067920,15632176,919108904,7316604,12127084,8384525
1789790052.6908872,3537895,484840995,1067920,15632178,919108920,7316605,12127088,8384525
1789790053.6913865,3537895,484840995,1067920,15633370,919122335,7316826,12127600,8384746
1789790054.6918066,3537897,484841011,1067920,15634085,919130214,7316956,12127912,8384877
1789790055.6921961,3537897,484841011,1067920,15634485,919134865,7317029,12128076,8384950
1789790056.6927512,3537897,484841011,1067920,15634485,919134865,7317029,12128076,8384950
1789790057.697727,3537899,484841027,1067921,15634487,919134969,7317030,12128088,8384951
1789790058.6981375,3537899,484841027,1067921,15635408,919145073,7317220,12128508,8385141
1789790059.6985953,3537901,484841043,1067922,15635600,919147456,7317260,12128608,8385182
1789790060.6990144,3537903,484841059,1067922,15635600,919147456,7317260,12128612,8385183
1789790061.6994927,3537903,484841059,1067922,15635600,919147456,7317260,12128612,8385183
1789790062.700008,3537904,484841067,1067923,15636648,919159082,7317485,12129100,8385408
1789790063.7004173,3537906,484841083,1067923,15636704,919159759,7317495,12129128,8385418
1789790064.7008362,3537906,484841083,1067923,15636731,919162895,7317505,12129132,8385428
1789790065.7013626,3537911,484841123,1067925,15636733,919162919,7317505,12129148,8385431
1789790066.7018223,3537912,484841131,1067926,15637834,919174984,7317728,12129640,8385654
1789790067.7043655,3537912,484841131,1067926,15637834,919174984,7317728,12129640,8385654
1789790068.7096016,3537914,484841147,1067926,15637898,919175619,7317740,12129680,8385667
1789790069.71002,3537914,484841147,1067926,15637908,919175717,7317743,12129688,8385670
1789790070.710394,3537915,484841155,1067927,15638951,919187250,7317955,12130184,8385883
1789790071.7108104,3537915,484841155,1067927,15638951,919187250,7317955,12130184,8385883
1789790072.7112846,3537915,484841155,1067927,15639027,919187908,7317974,12130232,8385901
1789790073.711807,3537915,484841155,1067927,15639030,919188068,7317976,12130236,8385903
1789790074.712214,3537917,484841171,1067927,15639655,919194922,7318090,12130484,8386018
1789790075.7128024,3537918,484841211,1067928,15640100,919201744,7318203,12130644,8386131
1789790076.7149422,3537927,484841291,1067930,15640151,919202155,7318224,12130700,8386155
1789790077.7154586,3537931,484841323,1067932,15640151,919202155,7318224,12130708,8386156
1789790078.7159536,3537951,484843587,1067939,15640152,919202163,7318225,12130728,8386164
1789790079.7166533,3538003,484849203,1067955,15641217,919213936,7318430,12131196,8386385
1789790080.717164,3538005,484849219,1067955,15644034,919241044,7319876,12131472,8387832
1789790081.7180648,3538005,484849219,1067955,15644437,919247354,7320000,12131656,8387956
1789790082.7216525,3538007,484849235,1067956,15644437,919247354,7320000,12131660,8387957
1789790083.7221298,3538038,484852523,1067967,15644863,919251879,7320087,12131884,8388055
1789790084.7225683,3538038,484852523,1067967,15645126,919254620,7320140,12132008,8388108
1789790085.7230952,3538041,484852547,1067969,15645966,919264015,7320290,12132296,8388259
1789790086.7256358,3538041,484852547,1067969,15645967,919264023,7320291,12132304,8388260
1789790087.7261577,3538041,484852547,1067969,15645971,919264063,7320293,12132304,8388262
1789790088.7265723,3538043,484852563,1067969,15645971,919264063,7320293,12132308,8388263
1789790089.7269833,3538043,484852563,1067969,15646264,919267111,7320356,12132452,8388325
1789790090.7274168,3538043,484852563,1067969,15646928,919274194,7320488,12132716,8388458
1789790091.7296028,3538045,484852579,1067970,15646928,919274194,7320488,12132720,8388458
1789790092.730038,3538045,484852579,1067970,15647089,919276239,7320521,12132792,8388492
1789790093.7304606,3538046,484852587,1067970,15647405,919279559,7320585,12132932,8388555
1789790094.7313106,3538048,484852603,1067971,15648190,919288135,7320734,12133244,8388705
1789790095.7335632,3538049,484852611,1067971,15648191,919288143,7320734,12133252,8388706
1789790096.7339852,3538051,484852627,1067972,15648193,919288247,7320735,12133260,8388708
1789790097.7352123,3538051,484852627,1067972,15648365,919290001,7320770,12133340,8388742
1789790098.73762,3538052,484852635,1067972,15649164,919298773,7320946,12133760,8388919
1789790099.7381165,3538054,484852651,1067973,15649174,919298871,7320949,12133780,8388922
1789790100.738629,3538054,484852651,1067973,15649281,919300268,7320970,12133836,8388943
1789790101.7391863,3538054,484852651,1067973,15649310,919300659,7320978,12133852,8388951
1789790102.739919,3538056,484852667,1067973,15650410,919312874,7321197,12134360,8389171
1789790103.7405112,3538057,484852747,1067974,15650412,919312898,7321198,12134368,8389172
1789790104.7457094,3538059,484852771,1067975,15650412,919312898,7321198,12134372,8389173
1789790105.7462134,3538061,484852787,1067975,15650415,919312946,7321199,12134384,8389175
1789790106.7467444,3538061,484852787,1067975,15651473,919325034,7321405,12134852,8389381
1789790107.7473202,3538064,484852819,1067976,15651475,919325138,7321406,12134864,8389382
1789790108.7478168,3538064,484852819,1067976,15651505,919327834,7321417,12134872,8389394
1789790109.7482753,3538068,484852971,1067978,15651515,919327936,7321420,12134888,8389398
1789790110.7535977,3538071,484853019,1067979,15652544,919339533,7321631,12135388,8389610
1789790111.754128,3538071,484853019,1067979,15653519,919349701,7322220,12135436,8390200
1789790112.7546465,3538071,484853019,1067979,15653570,919350722,7322269,12135444,8390248
1789790113.7552958,3538073,484853035,1067979,15653570,919350722,7322269,12135448,8390249
1789790114.7557611,3538074,484853043,1067980,15653572,919350746,7322270,12135456,8390250
1789790115.756192,3538075,484853051,1067981,15654602,919362250,7322483,12135952,8390464
1789790116.7566772,3538077,484853067,1067981,15655178,919366858,7322840,12135984,8390822
1789790117.757173,3538077,484853067,1067981,15655179,919366866,7322840,12135988,8390822
1789790118.75764,3538077,484853067,1067981,15655181,919366970,7322841,12135992,8390823
1789790119.758069,3538081,484853299,1067983,15656254,919381555,7323049,12136396,8391032
1789790120.7616665,3538081,484853299,1067983,15656254,919381555,7323049,12136396,8391032
1789790121.7621834,3538081,484853299,1067983,15656254,919381555,7323049,12136396,8391032
1789790122.7625988,3538083,484853315,1067983,15656254,919381555,7323049,12136400,8391033
1789790123.763043,3538083,484853315,1067983,15656254,919381555,7323049,12136400,8391033
1789790124.7634633,3538083,484853315,1067983,15656652,919386029,7323131,12136588,8391115
1789790125.763984,3538085,484853331,1067984,15657316,919395848,7323279,12136880,8391263
1789790126.7656093,3538085,484853331,1067984,15657317,919395856,7323279,12136884,8391263
1789790127.766065,3538085,484853331,1067984,15657317,919395856,7323279,12136884,8391263
1789790128.7665157,3538087,484853347,1067984,15657604,919398975,7323339,12137020,8391324
1789790129.7735844,3538087,484853347,1067984,15658354,919407576,7323478,12137308,8391463
1789790130.7739882,3538090,484853371,1067985,15658358,919407704,7323480,12137320,8391465
1789790131.7744405,3538092,484853387,1067986,15658359,919407720,7323480,12137328,8391466
1789790132.7748895,3538092,484853387,1067986,15658359,919407720,7323480,12137328,8391466
1789790133.775358,3538092,484853387,1067986,15659383,919419361,7323682,12137788,8391668
1789790134.7757485,3538094,484853403,1067987,15659385,919419385,7323683,12137796,8391670
1789790135.7761939,3538094,484853403,1067987,15659385,919419385,7323683,12137796,8391670
1789790136.7767937,3538094,484853403,1067987,15661174,919433857,7325036,12137968,8393023
1789790137.777257,3538096,484853419,1067987,15661627,919438957,7325143,12138252,8393131
1789790138.7776973,3538096,484853419,1067987,15662203,919445429,7325289,12138676,8393277
1789790139.781582,3538098,484853435,1067988,15662223,919445596,7325295,12138704,8393284
1789790140.7820551,3538098,484853435,1067988,15662223,919445596,7325295,12138704,8393284
1789790141.7825751,3538098,484853435,1067988,15662226,919445636,7325296,12138712,8393285
1789790142.7830677,3538100,484853451,1067989,15662261,919446467,7325322,12138724,8393311
1789790143.7836432,3538100,484853451,1067989,15663973,919462690,7325636,12139308,8393626
1789790144.7856276,3538100,484853451,1067989,15664574,919468790,7325743,12139520,8393732
1789790145.786058,3538102,484853467,1067989,15664574,919468790,7325743,12139524,8393733
1789790146.7865288,3538103,484853475,1067990,15664575,919468798,7325743,12139532,8393734
1789790147.787027,3538103,484853475,1067990,15665175,919477493,7325856,12139776,8393846
1789790148.787473,3538105,484853491,1067990,15665400,919479857,7325897,12139892,8393888
1789790149.7895763,3538105,484853491,1067990,15665698,919482901,7325953,12140008,8393944
1789790150.7900083,3538105,484853491,1067990,15665698,919482901,7325953,12140008,8393944
1789790151.7903888,3538107,484853507,1067991,15666379,919490490,7326082,12140276,8394074
1789790152.7945862,3538109,484853531,1067992,15666382,919490530,7326083,12140284,8394076
1789790153.7955341,3538110,484853539,1067993,15666925,919496259,7326176,12140480,8394169
1789790154.7959504,3538112,484853555,1067993,15666925,919496259,7326176,12140484,8394169
1789790155.7963743,3538112,484853555,1067993,15667577,919503525,7326295,12140724,8394289
1789790156.796822,3538114,484853571,1067994,15667578,919503581,7326296,12140732,8394290
1789790157.7981865,3538114,484853571,1067994,15667799,919505806,7326338,12140828,8394332
1789790158.7986424,3538114,484853571,1067994,15667801,919505830,7326339,12140832,8394333
1789790159.7990794,3538116,484853587,1067995,15667935,919507352,7326365,12140908,8394360
1789790160.7995327,3538116,484853587,1067995,15668786,919516606,7326523,12141268,8394518
1789790161.8027618,3538116,484853587,1067995,15668872,919517393,7326544,12141316,8394539
1789790162.803197,3538118,484853603,1067995,15668873,919517409,7326545,12141324,8394540
1789790163.8037314,3538130,484853915,1067999,15668876,919517441,7326546,12141332,8394545
1789790164.8043754,3538132,484854067,1068000,15669934,919531548,7326764,12141764,8394764
1789790165.804839,3538134,484854083,1068000,15670027,919532431,7326782,12141820,8394783
1789790166.805385,3538134,484854083,1068000,15670027,919532431,7326782,12141820,8394783
1789790167.809679,3538136,484854099,1068001,15670028,919532455,7326782,12141828,8394784
1789790168.8101757,3538136,484854099,1068001,15671048,919543428,7326966,12142200,8394968
1789790169.8106632,3538170,484854547,1068010,15671061,919543557,7326970,12142236,8394981
1789790170.8111544,3538175,484854755,1068012,15671063,919543661,7326971,12142252,8394983
1789790171.8116362,3538180,484854795,1068013,15671063,919543661,7326971,12142260,8394985
1789790172.8120222,3538180,484854795,1068013,15673673,919569577,7327641,12142576,8395654
1789790173.8125172,3538182,484854811,1068014,15674242,919576194,7327780,12142808,8395794
1789790174.813047,3538182,484854811,1068014,15674245,919576226,7327782,12142816,8395796
1789790175.8136861,3538183,484854819,1068014,15674248,919576386,7327783,12142824,8395797
1789790176.8176665,3538185,484854835,1068015,15674248,919576386,7327783,12142828,8395798
1789790177.8181589,3538185,484854835,1068015,15675385,919590321,7328027,12143300,8396042
1789790178.8185802,3538185,484854835,1068015,15675457,919590928,7328048,12143352,8396064
1789790179.8190734,3538187,484854851,1068015,15675467,919591028,7328053,12143372,8396069
1789790180.819541,3538187,484854851,1068015,15675469,919591052,7328054,12143376,8396070
1789790181.8200777,3538187,484854851,1068015,15675471,919591156,7328056,12143380,8396072
1789790182.820526,3538193,484855003,1068018,15677667,919614242,7328473,12144172,8396491
1789790183.8210464,3538198,484855123,1068020,15678741,919625977,7328676,12144596,8396696
1789790184.821571,3538198,484855123,1068020,15678771,919628497,7328694,12144600,8396714
1789790185.822031,3538200,484855139,1068020,15678773,919628521,7328695,12144608,8396716
1789790186.8226686,3538200,484855139,1068020,15678774,919628529,7328695,12144612,8396716
1789790187.8231957,3538202,484855155,1068021,15678776,919628633,7328696,12144620,8396718
1789790188.8237474,3538202,484855155,1068021,15678816,919630217,7328717,12144624,8396739
1789790189.8242297,3538202,484855155,1068021,15678828,919630353,7328721,12144636,8396743
1789790190.8247185,3538204,484855171,1068022,15678828,919630353,7328721,12144640,8396743
1789790191.8252318,3538204,484855171,1068022,15678830,919630377,7328722,12144644,8396744
1789790192.8257687,3538204,484855171,1068022,15678830,919630377,7328722,12144644,8396744
1789790193.82635,3538205,484855179,1068022,15678834,919630505,7328723,12144664,8396746
1789790194.826813,3538205,484855179,1068022,15678835,919630513,7328723,12144668,8396746
1789790195.8272436,3538205,484855179,1068022,15678835,919630513,7328723,12144668,8396746
1789790196.8277183,3538205,484855179,1068022,15678838,919630545,7328725,12144676,8396748
1789790197.828168,3538211,484855259,1068024,15678839,919630601,7328725,12144684,8396750
1789790198.8286314,3538211,484855259,1068024,15680126,919641265,7328948,12144724,8396973
1789790199.829086,3538213,484855275,1068025,15680136,919641371,7328951,12144736,8396976
1789790200.8296926,3538213,484855275,1068025,15680137,919641379,7328951,12144740,8396977
1789790201.8302414,3538213,484855275,1068025,15680137,919641379,7328951,12144740,8396977
1789790202.8307033,3538222,484856283,1068028,15680139,919641403,7328952,12144768,8396981
1789790203.8312423,3538222,484856283,1068028,15680139,919641403,7328952,12144768,8396981
1789790204.8316853,3538224,484856299,1068029,15680170,919642101,7328965,12144784,8396994
1789790205.8321426,3538224,484856299,1068029,15680170,919642101,7328965,12144784,8396994
1789790206.8325746,3538232,484856379,1068031,15680170,919642101,7328965,12144792,8396997
1789790207.8330545,3538234,484856395,1068032,15680172,919642125,7328966,12144800,8396998
1789790208.8335373,3538234,484856395,1068032,15680178,919642197,7328969,12144808,8397001
1789790209.8340876,3538234,484856395,1068032,15680188,919642302,7328972,12144816,8397004
1789790210.8345373,3538240,484856443,1068034,15680190,919642406,7328972,12144828,8397007
1789790211.8350089,3538240,484856443,1068034,15680190,919642406,7328972,12144828,8397007
1789790212.8355842,3538240,484856443,1068034,15680190,919642406,7328972,12144828,8397007
1789790213.8360584,3538244,484856667,1068036,15680196,919642478,7328975,12144844,8397011
1789790214.836651,3538244,484856667,1068036,15680196,919642478,7328975,12144844,8397011
1789790215.8370726,3538245,484856675,1068036,15680199,919642606,7328976,12144856,8397013
1789790216.837622,3538247,484856691,1068037,15680199,919642606,7328976,12144860,8397013
1789790217.8380623,3538247,484856691,1068037,15680199,919642606,7328976,12144860,8397013
1789790218.8385456,3538249,484856707,1068037,15680240,919645438,7328987,12144876,8397025
1789790219.8392024,3538249,484856707,1068037,15680253,919645593,7328991,12144888,8397028
1789790220.839658,3538338,484862899,1068063,15680256,919645806,7328992,12144988,8397056
1789790221.840114,3538342,484863075,1068064,15680258,919645910,7328993,12145000,8397058
1789790222.840561,3538342,484863075,1068064,15680258,919645910,7328993,12145000,8397058
1789790223.8410275,3538344,484863123,1068065,15680264,919645966,7328995,12145012,8397060
1789790224.8415484,3538346,484863139,1068066,15680267,919646006,7328996,12145020,8397062
1789790225.8419943,3538423,484865875,1068090,15680268,919646014,7328996,12145116,8397086
1789790226.8424673,3538423,484865875,1068090,15680270,919646118,7328997,12145120,8397087
1789790227.8430283,3538425,484865891,1068090,15680270,919646118,7328997,12145128,8397088
1789790228.8435347,3538425,484865891,1068090,15680307,919648838,7329004,12145132,8397095
1789790229.8439832,3538425,484865891,1068090,15680320,919649015,7329009,12145144,8397100
1789790230.8445044,3538427,484865907,1068091,15680320,919649015,7329009,12145152,8397101
1789790231.8450034,3538427,484865907,1068091,15680320,919649015,7329009,12145152,8397101
1789790232.845499,3538427,484865907,1068091,15680322,919649119,7329009,12145156,8397101
1789790233.8459466,3538430,484866067,1068092,15680322,919649119,7329009,12145168,8397102
1789790234.8463702,3538430,484866067,1068092,15680382,919650242,7329041,12145176,8397133
1789790235.8469408,3538438,484866723,1068095,15680387,919650402,7329043,12145196,8397138
1789790236.8473995,3538440,484866739,1068095,15680387,919650402,7329043,12145200,8397139
1789790237.8478937,3538442,484866755,1068096,15680388,919650410,7329043,12145208,8397140
1789790238.8484025,3538444,484866771,1068097,15680390,919650514,7329044,12145216,8397141
1789790239.8488464,3538447,484866835,1068098,15680409,919650762,7329050,12145240,8397148
1789790240.8493164,3538447,484866835,1068098,15680412,919650810,7329051,12145244,8397149
1789790241.8498213,3538457,484867083,1068101,15680412,919650810,7329051,12145264,8397153
1789790242.8503282,3538457,484867083,1068101,15680412,919650810,7329051,12145264,8397153
1789790243.8507864,3538462,484867155,1068103,15680485,919825176,7329292,12145300,8397396
1789790244.8512688,3538464,484867171,1068104,15680532,919829408,7329307,12145316,8397411
