samples,pct_of_total,leaf_frame
4,0.02,"java.util.concurrent.ConcurrentHashMap.computeIfAbsent(Object, Function) line: 1737"
4,0.02,"java.util.concurrent.CompletableFuture.reportJoin(Object, String) line: 451"
4,0.02,"java.util.ArrayList.grow(int) line: 240"
4,0.02,"java.util.AbstractList$RandomAccessSpliterator.getFence() line: 691"
4,0.02,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.clone() line: 1356"
4,0.02,"com.google.common.cache.LocalCache.connectAccessOrder(ReferenceEntry, ReferenceEntry) line: 1809"
3,0.01,"net.minecraft.world.level.lighting.LightEngine.propagateIncreases() line: 191"
3,0.01,"net.minecraft.world.level.levelgen.synth.SimplexNoise.p(int) line: 53"
3,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.processBlockInfos(ServerLevelAccessor, BlockPos, BlockPos, StructurePlaceSettings, List) line: 430"
3,0.01,"net.minecraft.world.level.levelgen.placement.RarityFilter.shouldPlace(PlacementContext, RandomSource, BlockPos) line: 24"
3,0.01,"net.minecraft.world.level.levelgen.placement.PlacementFilter.getPositions(PlacementContext, RandomSource, BlockPos) line: 14"
3,0.01,"net.minecraft.world.level.levelgen.placement.EnvironmentScanPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 68"
3,0.01,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 208"
3,0.01,"net.minecraft.world.level.levelgen.feature.SpringFeature.place(FeaturePlaceContext) line: 20"
3,0.01,"net.minecraft.world.level.levelgen.feature.OreFeature.doPlace(WorldGenLevel, RandomSource, OreConfiguration, double, double, double, double, double, double, int, int, int, int, int) line: 161"
3,0.01,"net.minecraft.world.level.levelgen.carver.WorldCarver.getCarveState(CarvingContext, CarverConfiguration, BlockPos, Aquifer) line: 178"
3,0.01,"net.minecraft.world.level.levelgen.carver.WorldCarver.carveEllipsoid(CarvingContext, CarverConfiguration, ChunkAccess, Function, Aquifer, double, double, double, double, double, CarvingMask, WorldCarver$CarveSkipChecker) line: 113"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceSystem.buildSurface(RandomState, BiomeManager, Registry, boolean, WorldGenerationContext, ChunkAccess, NoiseChunk, SurfaceRules$RuleSource) line: 124"
3,0.01,"net.minecraft.world.level.levelgen.RandomState.getOrCreateRandomFactory(Identifier) line: 123"
3,0.01,"net.minecraft.world.level.levelgen.RandomState.getOrCreateNoise(ResourceKey) line: 119"
3,0.01,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.applyCarvers(WorldGenRegion, long, RandomState, BiomeManager, StructureManager, ChunkAccess) line: 321"
3,0.01,"net.minecraft.world.level.levelgen.Heightmap.primeHeightmaps(ChunkAccess, Set) line: 118"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$TwoArgumentSimpleFunction.create(DensityFunctions$TwoArgumentSimpleFunction$Type, DensityFunction, DensityFunction) line: 983"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.compute(DensityFunction$FunctionContext) line: 672"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1112"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1111"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1110"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.create(DensityFunctions$Mapped$Type, DensityFunction) line: 902"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunction$SimpleFunction.mapAll(DensityFunction$Visitor) line: 79"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunction$SimpleFunction.fillArray(double[], DensityFunction$ContextProvider) line: 74"
3,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 248"
3,0.01,"net.minecraft.world.level.chunk.status.ChunkStep.apply(WorldGenContext, StaticCache2D, ChunkAccess) line: 33"
3,0.01,"net.minecraft.world.level.block.state.BlockBehaviour.getBlockSupportShape(BlockState, BlockGetter, BlockPos) line: 304"
3,0.01,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.mirror(Mirror) line: 999"
3,0.01,"net.minecraft.util.CubicSpline$Multipoint.create(BoundedFloatFunction, float[], List, float[]) line: 72"
3,0.01,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 178"
3,0.01,"net.minecraft.server.level.ThreadedLevelLightEngine.runUpdate() line: 178"
3,0.01,"net.minecraft.server.level.ChunkTaskPriorityQueue.resortChunkTasks(int, ChunkPos, int) line: 30"
3,0.01,"java.util.stream.StreamOpFlag.fromCharacteristics(Spliterator) line: 750"
3,0.01,"java.util.stream.ReferencePipeline$7$1FlatMap.accept(Object) line: 293"
3,0.01,"java.util.stream.IntPipeline$1$1.accept(int) line: 180"
3,0.01,"java.util.stream.AbstractPipeline.evaluateToArrayNode(IntFunction) line: 291"
3,0.01,"java.util.stream.AbstractPipeline.copyInto(Sink, Spliterator) line: 569"
3,0.01,"java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinTask, int) line: 1451"
3,0.01,"java.util.concurrent.CompletableFuture.postComplete() line: 533"
3,0.01,"java.util.concurrent.CompletableFuture.postComplete() line: 531"
3,0.01,"java.util.concurrent.CompletableFuture$UniApply.tryFire(int) line: 667"
3,0.01,"java.util.Iterator.forEachRemaining(Consumer) line: 133"
3,0.01,"java.util.HashMap.resize() line: 742"
3,0.01,"java.util.HashMap.newNode(int, Object, Object, HashMap$Node) line: 1910"
3,0.01,"java.util.HashMap$TreeNode.find(int, Object, Class) line: 2041"
3,0.01,"java.util.ArrayList.grow(int) line: 238"
3,0.01,"java.lang.Enum.hashCode() line: 190"
3,0.01,"it.unimi.dsi.fastutil.objects.ObjectOpenCustomHashSet.rehash(int) line: 772"
3,0.01,"it.unimi.dsi.fastutil.objects.ObjectArrayList.listIterator(int) line: 836"
3,0.01,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.find(long) line: 300"
3,0.01,"com.google.common.cache.LocalCache$Segment.getEntry(Object, int) line: 2694"
2,0.01,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.getSize(Direction$Axis) line: 146"
2,0.01,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 268"
2,0.01,"net.minecraft.world.level.lighting.LayerLightSectionStorage.setStoredLevel(long, int) line: 110"
2,0.01,"net.minecraft.world.level.lighting.LayerLightSectionStorage.createDataLayer(long) line: 139"
2,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.RuleProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 31"
2,0.01,"net.minecraft.world.level.levelgen.structure.StructurePiece.getWorldPos(int, int, int) line: 145"
2,0.01,"net.minecraft.world.level.levelgen.placement.CountPlacement.count(RandomSource, BlockPos) line: 31"
2,0.01,"net.minecraft.world.level.levelgen.feature.VegetationPatchFeature.distributeVegetation(FeaturePlaceContext, WorldGenLevel, VegetationPatchConfiguration, RandomSource, Set, int, int) line: 86"
2,0.01,"net.minecraft.world.level.levelgen.feature.OreFeature.place(FeaturePlaceContext) line: 52"
2,0.01,"net.minecraft.world.level.levelgen.feature.OreFeature.place(FeaturePlaceContext) line: 29"
2,0.01,"net.minecraft.world.level.levelgen.feature.MultifaceGrowthFeature.placeGrowthIfPossible(WorldGenLevel, BlockPos, BlockState, MultifaceGrowthConfiguration, RandomSource, List) line: 61"
2,0.01,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 109"
2,0.01,"net.minecraft.world.level.levelgen.carver.CaveWorldCarver.carve(CarvingContext, CarverConfiguration, ChunkAccess, Function, RandomSource, Aquifer, ChunkPos, CarvingMask) line: 17"
2,0.01,"net.minecraft.world.level.levelgen.carver.CanyonWorldCarver.initWidthFactors(CarvingContext, CanyonCarverConfiguration, RandomSource) line: 93"
2,0.01,"net.minecraft.world.level.levelgen.carver.CanyonWorldCarver.doCarve(CarvingContext, CanyonCarverConfiguration, ChunkAccess, Function, long, Aquifer, double, double, double, float, float, float, int, int, double, CarvingMask) line: 85"
2,0.01,"net.minecraft.world.level.levelgen.blockpredicates.AllOfPredicate.test(WorldGenLevel, BlockPos) line: 18"
2,0.01,"net.minecraft.world.level.levelgen.XoroshiroRandomSource.nextInt(int) line: 60"
2,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRule.tryApply(int, int, int) line: 384"
2,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRule.tryApply(int, int, int) line: 383"
2,0.01,"net.minecraft.world.level.levelgen.OreVeinifier.lambda$create$0(DensityFunction, BlockState, PositionalRandomFactory, DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 76"
2,0.01,"net.minecraft.world.level.levelgen.NoiseSettings.clampToHeightAccessor(LevelHeightAccessor) line: 97"
2,0.01,"net.minecraft.world.level.levelgen.NoiseChunk.fillAllDirectly(double[], DensityFunction) line: 343"
2,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$NoiseInterpolator.selectCellYZ(int, int) line: 586"
2,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$NoiseInterpolator.allocateSlice(int, int) line: 574"
2,0.01,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.buildSurface(WorldGenRegion, StructureManager, RandomState, ChunkAccess) line: 273"
2,0.01,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.applyCarvers(WorldGenRegion, long, RandomState, BiomeManager, StructureManager, ChunkAccess) line: 316"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$TwoArgumentSimpleFunction.create(DensityFunctions$TwoArgumentSimpleFunction$Type, DensityFunction, DensityFunction) line: 984"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Spline$Coordinate.maxValue() line: 1279"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.maxValue() line: 700"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.mapAll(DensityFunction$Visitor) line: 689"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.compute(DensityFunction$FunctionContext) line: 670"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1125"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.transform(DensityFunctions$Mapped$Type, double) line: 945"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.equals(Object) line: 899"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.create(DensityFunctions$Mapped$Type, DensityFunction) line: 901"
2,0.01,"net.minecraft.world.level.levelgen.BitRandomSource.nextFloat() line: 54"
2,0.01,"net.minecraft.world.level.levelgen.Beardifier.fillArray(double[], DensityFunction$ContextProvider) line: 121"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 364"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 264"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 256"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 253"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 214"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 209"
2,0.01,"net.minecraft.world.level.chunk.PalettedContainer.createOrReuseData(PalettedContainer$Data, int) line: 82"
2,0.01,"net.minecraft.world.level.chunk.LinearPalette.maybeHas(Predicate) line: 58"
2,0.01,"net.minecraft.world.level.chunk.LevelChunkSection.fillBiomesFromNoise(BiomeResolver, Climate$Sampler, int, int, int) line: 212"
2,0.01,"net.minecraft.world.level.chunk.ChunkAccess.getMinY() line: 396"
2,0.01,"net.minecraft.world.level.chunk.ChunkAccess.fillBiomesFromNoise(BiomeResolver, Climate$Sampler) line: 443"
2,0.01,"net.minecraft.world.level.block.state.StateHolder.valueIndex(Property) line: 77"
2,0.01,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.getShape(BlockGetter, BlockPos, CollisionContext) line: 1067"
2,0.01,"net.minecraft.world.level.block.MultifaceBlock.isValidStateForPlacement(BlockGetter, BlockState, BlockPos, Direction) line: 192"
2,0.01,"net.minecraft.world.level.biome.Biome.warmEnoughToRain(BlockPos, int) line: 236"
2,0.01,"net.minecraft.world.level.ScheduledTickAccess.scheduleTick(BlockPos, Block, int) line: 22"
2,0.01,"net.minecraft.world.level.LevelReader.getBiome(BlockPos) line: 45"
2,0.01,"net.minecraft.world.level.LevelHeightAccessor.getSectionIndex(int) line: 54"
2,0.01,"net.minecraft.util.thread.BlockableEventLoop.doRunTask(Runnable) line: 173"
2,0.01,"net.minecraft.util.thread.AbstractConsecutiveExecutor.schedule(Runnable) line: 83"
2,0.01,"net.minecraft.util.random.WeightedList$Compact.get(int) line: 206"
2,0.01,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 167"
2,0.01,"net.minecraft.server.level.WorldGenRegion.setBlock(BlockPos, BlockState, int, int) line: 260"
2,0.01,"net.minecraft.server.level.ThreadedLevelLightEngine.lightChunk(ChunkAccess, boolean) line: 143"
2,0.01,"net.minecraft.server.level.ThreadedLevelLightEngine.lightChunk(ChunkAccess, boolean) line: 141"
2,0.01,"net.minecraft.server.level.ChunkHolder.getTickingChunk() line: 90"
2,0.01,"net.minecraft.core.TypedInstance.is(Object) line: 28"
2,0.01,"net.minecraft.core.Registry.stream() line: 106"
2,0.01,"java.util.stream.ReferencePipeline$7$1FlatMap.end() line: 284"
2,0.01,"java.util.stream.ReduceOps$1ReducingSink.accept(Object) line: 80"
2,0.01,"java.util.stream.ForEachOps$ForEachOp$OfRef.accept(Object) line: 186"
2,0.01,"java.util.stream.Collectors.lambda$groupingBy$0(Function, Supplier, BiConsumer, Map, Object) line: 1112"
2,0.01,"java.util.stream.AbstractPipeline.wrapSink(Sink) line: 608"
2,0.01,"java.util.stream.AbstractPipeline.wrapAndCopyInto(Sink, Spliterator) line: 560"
2,0.01,"java.util.stream.AbstractPipeline.exactOutputSizeIfKnown(Spliterator) line: 531"
2,0.01,"java.util.stream.AbstractPipeline.evaluate(Spliterator, boolean, IntFunction) line: 635"
2,0.01,"java.util.stream.AbstractPipeline.copyIntoWithCancel(Sink, Spliterator) line: 584"
2,0.01,"java.util.concurrent.ForkJoinPool$WorkQueue.nextLocalTask(int) line: 1346"
2,0.01,"java.util.concurrent.CompletableFuture.join() line: 2138"
2,0.01,"java.util.concurrent.CompletableFuture$UniRelay.tryFire(int) line: 1120"
2,0.01,"java.util.concurrent.CompletableFuture$UniCompletion.claim() line: 593"
2,0.01,"java.util.Spliterators.spliterator(Collection, int) line: 408"
2,0.01,"java.util.Spliterators$ArraySpliterator.forEachRemaining(Consumer) line: 1024"
2,0.01,"java.util.Optional.map(Function) line: 260"
2,0.01,"java.util.Objects.requireNonNull(Object) line: 219"
2,0.01,"java.util.LinkedHashMap.afterNodeInsertion(boolean) line: 324"
2,0.01,"java.util.ImmutableCollections$List12.spliterator() line: 692"
2,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 671"
2,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 655"
2,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 638"
2,0.01,"java.util.Collections$UnmodifiableCollection.contains(Object) line: 1069"
2,0.01,"java.util.AbstractQueue.remove() line: 114"
2,0.01,"java.util.AbstractList$RandomAccessSpliterator.get(List, int) line: 737"
2,0.01,"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite.setRelease(VarHandle, Object, Object) line: 172"
2,0.01,"java.lang.ThreadLocal.get(Thread) line: 193"
2,0.01,"java.lang.ThreadLocal$ThreadLocalMap.getEntry(ThreadLocal) line: 491"
2,0.01,"java.lang.Class.getSuperclass()"
2,0.01,"it.unimi.dsi.fastutil.shorts.ShortArrays.forceCapacity(short[], int, int) line: 126"
2,0.01,"it.unimi.dsi.fastutil.objects.ObjectOpenCustomHashSet.rehash(int) line: 771"
2,0.01,"it.unimi.dsi.fastutil.longs.LongOpenHashSet.contains(long) line: 481"
2,0.01,"it.unimi.dsi.fastutil.longs.LongArrayFIFOQueue.resize(int, int) line: 107"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap$MapIterator.nextEntry() line: 681"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.get(long) line: 658"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.get(long) line: 655"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.rehash(int) line: 1409"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.insert(int, long, int) line: 256"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.get(long) line: 370"
2,0.01,"com.google.common.collect.RegularImmutableMap.get(Object, ImmutableMapEntry[], int) line: 273"
2,0.01,"com.google.common.collect.Iterators$ConcatenatedIterator.getTopMetaIterator() line: 1403"
2,0.01,"com.google.common.collect.ImmutableList.asImmutableList(Object[], int) line: 387"
1,0.00,"net.minecraft.world.ticks.ScheduledTick$1.hashCode(ScheduledTick) line: 43"
1,0.00,"net.minecraft.world.ticks.LevelChunkTicks.<init>(List) line: 34"
1,0.00,"net.minecraft.world.phys.shapes.Shapes.joinIsNotEmpty(VoxelShape, VoxelShape, BooleanOp) line: 168"
1,0.00,"net.minecraft.world.phys.shapes.IndirectMerger.<init>(DoubleList, DoubleList, boolean, boolean) line: 20"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 276"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 247"
1,0.00,"net.minecraft.world.phys.Vec3.<init>(double, double, double) line: 69"
1,0.00,"net.minecraft.world.level.storage.TagValueInput.lookup() line: 215"
1,0.00,"net.minecraft.world.level.material.FluidState.isSource() line: 41"
1,0.00,"net.minecraft.world.level.material.FluidState.isRandomlyTicking() line: 90"
1,0.00,"net.minecraft.world.level.lighting.SkyLightSectionStorage$SkyDataLayerStorageMap.<init>(Long2ObjectOpenHashMap, Long2IntOpenHashMap, int) line: 152"
1,0.00,"net.minecraft.world.level.lighting.SkyLightEngine.getChunkSources(int, int) line: 50"
1,0.00,"net.minecraft.world.level.lighting.LightEngine.updateSectionStatus(SectionPos, boolean) line: 148"
1,0.00,"net.minecraft.world.level.lighting.LightEngine.propagateIncreases() line: 187"
1,0.00,"net.minecraft.world.level.lighting.LightEngine.getOcclusionShape(BlockState, Direction) line: 81"
1,0.00,"net.minecraft.world.level.lighting.LayerLightSectionStorage.updateSectionStatus(long, boolean) line: 245"
1,0.00,"net.minecraft.world.level.lighting.LayerLightSectionStorage.updateSectionStatus(long, boolean) line: 243"
1,0.00,"net.minecraft.world.level.lighting.LayerLightSectionStorage.storingLightForSection(long) line: 56"
1,0.00,"net.minecraft.world.level.lighting.ChunkSkyLightSources.<init>(LevelHeightAccessor) line: 26"
1,0.00,"net.minecraft.world.level.lighting.BlockLightSectionStorage$BlockDataLayerStorageMap.<init>(Long2ObjectOpenHashMap) line: 31"
1,0.00,"net.minecraft.world.level.lighting.BlockLightEngine.checkNode(long) line: 31"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.placeInWorld(ServerLevelAccessor, BlockPos, BlockPos, StructurePlaceSettings, RandomSource, int) line: 287"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.RuleProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 25"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.ProtectedBlockProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 25"
1,0.00,"net.minecraft.world.level.levelgen.structure.structures.MineshaftPieces$MineShaftPiece.isInInvalidLocation(LevelAccessor, BoundingBox) line: 129"
1,0.00,"net.minecraft.world.level.levelgen.structure.structures.MineshaftPieces$MineShaftCorridor.postProcess(WorldGenLevel, StructureManager, ChunkGenerator, RandomSource, BoundingBox, ChunkPos, BlockPos) line: 542"
1,0.00,"net.minecraft.world.level.levelgen.structure.structures.MineshaftPieces$MineShaftCorridor.fillColumnBetween(WorldGenLevel, BlockState, BlockPos$MutableBlockPos, int, int) line: 633"
1,0.00,"net.minecraft.world.level.levelgen.structure.pieces.StructurePiecesBuilder.offsetPiecesVertically(int) line: 28"
1,0.00,"net.minecraft.world.level.levelgen.placement.RandomOffsetPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 50"
1,0.00,"net.minecraft.world.level.levelgen.placement.RandomOffsetPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 47"
1,0.00,"net.minecraft.world.level.levelgen.placement.PlacementFilter.getPositions(PlacementContext, RandomSource, BlockPos) line: 11"
1,0.00,"net.minecraft.world.level.levelgen.placement.PlacedFeature.placeWithBiomeCheck(WorldGenLevel, ChunkGenerator, RandomSource, BlockPos) line: 42"
1,0.00,"net.minecraft.world.level.levelgen.placement.NoiseBasedCountPlacement.count(RandomSource, BlockPos) line: 38"
1,0.00,"net.minecraft.world.level.levelgen.feature.trunkplacers.TrunkPlacer.placeLog(WorldGenLevel, BiConsumer, RandomSource, BlockPos, TreeConfiguration, Function) line: 69"
1,0.00,"net.minecraft.world.level.levelgen.feature.trunkplacers.TrunkPlacer.isFree(WorldGenLevel, BlockPos) line: 89"
1,0.00,"net.minecraft.world.level.levelgen.feature.trunkplacers.StraightTrunkPlacer.placeTrunk(WorldGenLevel, BiConsumer, RandomSource, int, BlockPos, TreeConfiguration) line: 30"
1,0.00,"net.minecraft.world.level.levelgen.feature.trunkplacers.FancyTrunkPlacer.placeTrunk(WorldGenLevel, BiConsumer, RandomSource, int, BlockPos, TreeConfiguration) line: 94"
1,0.00,"net.minecraft.world.level.levelgen.feature.trunkplacers.FancyTrunkPlacer.placeTrunk(WorldGenLevel, BiConsumer, RandomSource, int, BlockPos, TreeConfiguration) line: 56"
1,0.00,"net.minecraft.world.level.levelgen.feature.treedecorators.PlaceOnGroundDecorator.place(TreeDecorator$Context) line: 72"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.shouldSkipLocationSigned(RandomSource, int, int, int, int, boolean) line: 78"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.placeLeavesRow(WorldGenLevel, FoliagePlacer$FoliageSetter, RandomSource, TreeConfiguration, BlockPos, int, int, boolean) line: 90"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.placeLeavesRow(WorldGenLevel, FoliagePlacer$FoliageSetter, RandomSource, TreeConfiguration, BlockPos, int, int, boolean) line: 85"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.offset(RandomSource) line: 59"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.foliageRadius(RandomSource, int) line: 55"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.createFoliage(WorldGenLevel, FoliagePlacer$FoliageSetter, RandomSource, TreeConfiguration, int, FoliagePlacer$FoliageAttachment, int, int) line: 47"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.BlobFoliagePlacer.shouldSkipLocation(RandomSource, int, int, int, int, boolean) line: 48"
1,0.00,"net.minecraft.world.level.levelgen.feature.VegetationPatchFeature.placeGroundPatch(WorldGenLevel, VegetationPatchConfiguration, RandomSource, BlockPos, Predicate, int, int) line: 69"
1,0.00,"net.minecraft.world.level.levelgen.feature.UnderwaterMagmaFeature.lambda$place$2(WorldGenLevel, BlockPos) line: 49"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 239"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.lambda$place$4(WorldGenLevel, Set, Set, Set, BoundingBox) line: 164"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.getMaxFreeTreeHeight(WorldGenLevel, int, BlockPos, TreeConfiguration) line: 99"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.getMaxFreeTreeHeight(WorldGenLevel, int, BlockPos, TreeConfiguration) line: 97"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.doPlace(WorldGenLevel, RandomSource, BlockPos, BiConsumer, BiConsumer, FoliagePlacer$FoliageSetter, TreeConfiguration) line: 81"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.doPlace(WorldGenLevel, RandomSource, BlockPos, BiConsumer, BiConsumer, FoliagePlacer$FoliageSetter, TreeConfiguration) line: 60"
1,0.00,"net.minecraft.world.level.levelgen.feature.SimpleBlockFeature.place(FeaturePlaceContext) line: 22"
1,0.00,"net.minecraft.world.level.levelgen.feature.SeagrassFeature.place(FeaturePlaceContext) line: 30"
1,0.00,"net.minecraft.world.level.levelgen.feature.RandomSelectorFeature.place(FeaturePlaceContext) line: 26"
1,0.00,"net.minecraft.world.level.levelgen.feature.MultifaceGrowthFeature.placeGrowthIfPossible(WorldGenLevel, BlockPos, BlockState, MultifaceGrowthConfiguration, RandomSource, List) line: 74"
1,0.00,"net.minecraft.world.level.levelgen.feature.MultifaceGrowthFeature.place(FeaturePlaceContext) line: 26"
1,0.00,"net.minecraft.world.level.levelgen.feature.MonsterRoomFeature.place(FeaturePlaceContext) line: 57"
1,0.00,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 107"
1,0.00,"net.minecraft.world.level.levelgen.feature.Feature.safeSetBlock(WorldGenLevel, BlockPos, BlockState, Predicate) line: 155"
1,0.00,"net.minecraft.world.level.levelgen.feature.DiskFeature.place(FeaturePlaceContext) line: 36"
1,0.00,"net.minecraft.world.level.levelgen.blockpredicates.HasSturdyFacePredicate.test(WorldGenLevel, BlockPos) line: 27"
1,0.00,"net.minecraft.world.level.levelgen.XoroshiroRandomSource.<init>(long) line: 22"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$YConditionSource.apply(SurfaceRules$Context) line: 555"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$WaterConditionSource.apply(SurfaceRules$Context) line: 584"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRuleSource.apply(SurfaceRules$Context) line: 797"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$NotConditionSource.apply(SurfaceRules$Context) line: 459"
1,0.00,"net.minecraft.world.level.levelgen.OreVeinifier.lambda$create$0(DensityFunction, BlockState, PositionalRandomFactory, DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 77"
