t_seconds,cpu_pct
101.18,327.9
101.68,371.7
102.18,317.7
102.68,349.7
103.18,345.7
103.68,275.8
104.18,306.9
104.68,309.7
105.18,267.8
105.68,359.7
106.18,309.7
106.68,273.8
107.18,305.8
107.68,301.7
108.18,309.8
108.68,327.7
109.19,239.8
109.69,331.7
110.19,351.7
110.69,285.8
111.19,267.7
111.69,373.6
112.19,249.8
112.69,195.8
113.19,321.6
113.69,267.8
114.19,397.6
114.69,325.8
115.19,281.8
115.69,241.8
116.19,421.7
116.69,343.7
117.19,179.6
117.69,365.6
118.19,239.8
118.69,307.7
119.20,406.2
119.70,181.8
120.20,309.7
120.70,353.6
121.20,241.8
121.70,301.8
122.20,341.7
122.70,231.8
123.20,369.7
123.70,303.4
124.20,337.7
124.70,321.7
125.20,255.8
125.70,329.7
126.20,389.7
126.70,233.8
127.20,369.7
127.70,323.7
128.21,259.8
128.71,315.8
129.21,301.8
129.71,261.8
130.21,393.6
130.71,253.8
131.21,269.8
131.71,301.7
132.21,313.0
132.71,359.6
133.21,319.7
133.71,269.8
134.21,357.7
134.71,247.8
135.22,299.6
135.72,331.7
136.22,295.8
136.72,331.7
137.22,231.8
137.72,357.7
138.22,253.8
138.72,225.7
139.22,373.5
139.72,286.6
140.22,275.8
140.72,300.4
141.23,281.8
141.73,321.6
142.23,339.7
142.73,223.8
143.23,313.8
143.73,313.8
144.23,347.7
144.73,279.6
145.23,295.7
145.73,325.7
146.23,357.6
146.73,251.7
147.23,333.7
147.73,282.9
148.23,381.7
148.73,205.8
149.23,315.7
149.73,325.7
150.23,299.7
150.74,411.6
151.24,486.6
151.74,285.7
152.24,421.0
152.74,355.7
153.24,289.8
153.74,317.3
154.24,227.8
154.74,272.9
155.25,315.8
155.75,219.7
156.25,365.6
156.75,309.7
157.25,259.0
157.75,353.7
158.25,285.7
158.75,259.8
159.25,309.4
159.75,306.9
160.25,241.8
160.75,281.8
161.25,309.8
161.75,279.7
162.26,366.3
162.76,289.8
163.26,281.8
163.76,279.8
164.26,261.8
164.76,302.8
165.26,365.6
165.76,289.8
166.27,261.7
166.77,303.7
167.27,293.6
167.77,285.7
168.27,301.7
168.77,275.8
169.27,283.7
169.77,287.7
170.27,334.9
170.77,231.9
171.27,319.7
171.77,267.8
172.27,259.8
172.77,397.7
173.27,207.7
173.77,305.8
174.27,261.8
174.77,275.8
175.27,325.7
175.77,279.8
176.28,295.7
176.78,307.2
177.28,225.8
177.78,319.7
178.28,315.6
178.78,235.8
179.28,334.3
179.78,233.8
180.28,249.7
180.78,287.8
181.28,320.3
181.79,261.8
182.29,227.8
182.79,275.8
183.29,315.8
183.79,227.8
184.29,295.7
184.79,257.6
185.29,267.6
185.79,259.6
186.29,255.8
186.79,277.8
187.29,281.8
187.79,291.8
188.29,281.8
188.79,275.8
189.29,275.4
189.80,242.4
190.30,287.7
190.80,283.8
191.30,277.0
191.80,369.7
192.30,247.8
192.80,257.4
193.30,283.8
193.80,237.8
194.30,263.8
194.80,237.8
195.30,213.9
195.80,255.3
196.30,219.8
196.80,307.7
197.31,263.8
197.81,217.8
198.31,217.8
198.81,285.8
199.31,243.6
199.81,265.8
200.31,313.7
200.81,311.7
201.31,279.8
201.81,243.8
202.31,287.8
202.81,285.3
203.31,265.7
203.81,243.7
204.31,247.7
204.81,249.8
205.31,233.8
205.81,155.8
206.31,0.0
206.81,26.0
207.32,0.0
207.82,0.0
208.32,0.0
208.82,0.0
209.32,0.0
209.82,38.0
210.32,99.9
210.82,99.9
