samples,pct_of_total,leaf_frame
4,0.01,"net.minecraft.world.level.levelgen.placement.RandomOffsetPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 48"
4,0.01,"net.minecraft.world.level.levelgen.placement.EnvironmentScanPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 68"
4,0.01,"net.minecraft.world.level.levelgen.carver.CanyonWorldCarver.doCarve(CarvingContext, CanyonCarverConfiguration, ChunkAccess, Function, long, Aquifer, double, double, double, float, float, float, int, int, double, CarvingMask) line: 85"
4,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$WaterConditionSource$1WaterCondition.compute() line: 580"
4,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRule.tryApply(int, int, int) line: 384"
4,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$NoiseChunkDensityFunction.maxValue() line: 425"
4,0.01,"net.minecraft.world.level.levelgen.LegacyRandomSource.setSeed(long) line: 36"
4,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1110"
4,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.equals(Object) line: 1079"
4,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.transform(DensityFunctions$Mapped$Type, double) line: 945"
4,0.01,"net.minecraft.world.level.levelgen.DensityFunction$SimpleFunction.mapAll(DensityFunction$Visitor) line: 79"
4,0.01,"net.minecraft.world.level.levelgen.DensityFunction$SimpleFunction.fillArray(double[], DensityFunction$ContextProvider) line: 74"
4,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 369"
4,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 253"
4,0.01,"net.minecraft.world.level.chunk.PalettedContainer.createOrReuseData(PalettedContainer$Data, int) line: 82"
4,0.01,"net.minecraft.world.level.chunk.ChunkGenerator.lambda$applyBiomeDecoration$4(IntSet, FeatureSorter$StepFeatureData, PlacedFeature) line: 338"
4,0.01,"net.minecraft.util.Mth.binarySearch(int, int, IntPredicate) line: 622"
4,0.01,"java.util.stream.ReduceOps$3ReducingSink.begin(long) line: 164"
4,0.01,"java.util.stream.AbstractPipeline.wrapSink(Sink) line: 608"
4,0.01,"java.util.stream.AbstractPipeline.wrapAndCopyInto(Sink, Spliterator) line: 560"
4,0.01,"java.util.concurrent.locks.AbstractQueuedSynchronizer.signalNext(AbstractQueuedSynchronizer$Node) line: 644"
4,0.01,"java.util.concurrent.CompletableFuture.postComplete() line: 526"
4,0.01,"java.util.concurrent.CompletableFuture$UniApply.tryFire(int) line: 667"
4,0.01,"java.util.Objects.requireNonNull(Object) line: 219"
4,0.01,"java.util.ImmutableCollections$AbstractImmutableList.iterator() line: 303"
4,0.01,"java.util.HashMap.newNode(int, Object, Object, HashMap$Node) line: 1910"
4,0.01,"java.util.AbstractList$RandomAccessSpliterator.getFence() line: 691"
4,0.01,"java.lang.StringLatin1.hashCode(byte[]) line: 195"
4,0.01,"it.unimi.dsi.fastutil.longs.LongArrayFIFOQueue.resize(int, int) line: 107"
4,0.01,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.shiftKeys(int) line: 404"
4,0.01,"io.github.eath1283.worldgend.OrionV2.fill$isSafe(List, OrionV2, int, int) line: 180"
3,0.01,"sun.security.provider.DigestBase.engineUpdate(byte[], int, int) line: 111"
3,0.01,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.getSize(Direction$Axis) line: 146"
3,0.01,"net.minecraft.world.level.lighting.LightEngine.propagateDecreases() line: 204"
3,0.01,"net.minecraft.world.level.lighting.DataLayerStorageMap.getLayer(long) line: 35"
3,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.RuleProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 31"
3,0.01,"net.minecraft.world.level.levelgen.placement.PlacementFilter.getPositions(PlacementContext, RandomSource, BlockPos) line: 11"
3,0.01,"net.minecraft.world.level.levelgen.placement.InSquarePlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 27"
3,0.01,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.tryPlaceLeaf(WorldGenLevel, FoliagePlacer$FoliageSetter, RandomSource, TreeConfiguration, BlockPos) line: 148"
3,0.01,"net.minecraft.world.level.levelgen.feature.OreFeature.place(FeaturePlaceContext) line: 52"
3,0.01,"net.minecraft.world.level.levelgen.feature.MultifaceGrowthFeature.placeGrowthIfPossible(WorldGenLevel, BlockPos, BlockState, MultifaceGrowthConfiguration, RandomSource, List) line: 61"
3,0.01,"net.minecraft.world.level.levelgen.feature.MonsterRoomFeature.place(FeaturePlaceContext) line: 57"
3,0.01,"net.minecraft.world.level.levelgen.carver.CanyonWorldCarver.initWidthFactors(CarvingContext, CanyonCarverConfiguration, RandomSource) line: 93"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceSystem.buildSurface(RandomState, BiomeManager, Registry, boolean, WorldGenerationContext, ChunkAccess, NoiseChunk, SurfaceRules$RuleSource) line: 124"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRuleSource.apply(SurfaceRules$Context) line: 795"
3,0.01,"net.minecraft.world.level.levelgen.NoiseChunk.fillSlice(boolean, int) line: 292"
3,0.01,"net.minecraft.world.level.levelgen.NoiseChunk.fillAllDirectly(double[], DensityFunction) line: 339"
3,0.01,"net.minecraft.world.level.levelgen.Heightmap.primeHeightmaps(ChunkAccess, Set) line: 116"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$TwoArgumentSimpleFunction.create(DensityFunctions$TwoArgumentSimpleFunction$Type, DensityFunction, DensityFunction) line: 983"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Spline$Coordinate.maxValue() line: 1279"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.mapAll(DensityFunction$Visitor) line: 683"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.compute(DensityFunction$FunctionContext) line: 670"
3,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSurfaceLevel(int, int, int, Aquifer$FluidStatus, int, boolean) line: 610"
3,0.01,"net.minecraft.world.level.chunk.LevelChunkSection.maybeHas(Predicate) line: 198"
3,0.01,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.mirror(Mirror) line: 999"
3,0.01,"net.minecraft.world.level.block.VegetationBlock.canSurvive(BlockState, LevelReader, BlockPos) line: 37"
3,0.01,"net.minecraft.world.level.block.MultifaceSpreader.spreadFromFaceTowardDirection(BlockState, LevelAccessor, BlockPos, Direction, Direction, boolean) line: 67"
3,0.01,"net.minecraft.world.level.block.MultifaceSpreader.getSpreadFromFaceTowardDirection(BlockState, BlockGetter, BlockPos, Direction, Direction, MultifaceSpreader$SpreadPredicate) line: 82"
3,0.01,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$2.getSpreadPos(BlockPos, Direction, Direction) line: 172"
3,0.01,"net.minecraft.world.level.LevelReader.isEmptyBlock(BlockPos) line: 94"
3,0.01,"net.minecraft.util.random.WeightedList$Compact.get(int) line: 206"
3,0.01,"net.minecraft.util.CubicSpline$Multipoint.create(BoundedFloatFunction, float[], List, float[]) line: 72"
3,0.01,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 164"
3,0.01,"net.minecraft.server.level.WorldGenRegion.setBlock(BlockPos, BlockState, int, int) line: 278"
3,0.01,"net.minecraft.server.level.WorldGenRegion.isStateAtPosition(BlockPos, Predicate) line: 422"
3,0.01,"net.minecraft.server.level.ChunkTaskPriorityQueue.resortChunkTasks(int, ChunkPos, int) line: 30"
3,0.01,"net.minecraft.server.level.ChunkHolder.getTickingChunk() line: 90"
3,0.01,"java.util.stream.ForEachOps$ForEachOp$OfRef.accept(Object) line: 186"
3,0.01,"java.util.stream.AbstractPipeline.evaluate(TerminalOp) line: 265"
3,0.01,"java.util.stream.AbstractPipeline.copyInto(Sink, Spliterator) line: 571"
3,0.01,"java.util.concurrent.ForkJoinTask.compareAndSetForkJoinTaskTag(short, short) line: 1407"
3,0.01,"java.util.concurrent.ForkJoinPool.awaitWork(ForkJoinPool$WorkQueue, int) line: 2094"
3,0.01,"java.util.concurrent.ConcurrentLinkedQueue.peek() line: 406"
3,0.01,"java.util.TimSort.minRunLength(int) line: 405"
3,0.01,"java.util.Map.computeIfAbsent(Object, Function) line: 1067"
3,0.01,"java.util.LinkedHashMap.afterNodeInsertion(boolean) line: 324"
3,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 651"
3,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 636"
3,0.01,"java.util.EnumMap.isValidKey(Object) line: 320"
3,0.01,"java.util.ArrayList.set(int, Object) line: 473"
3,0.01,"java.util.AbstractList$RandomAccessSpliterator.get(List, int) line: 737"
3,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.clone() line: 1356"
3,0.01,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.find(long) line: 249"
3,0.01,"com.google.common.collect.Iterators$ConcatenatedIterator.getTopMetaIterator() line: 1403"
3,0.01,"com.google.common.cache.LocalCache.connectAccessOrder(ReferenceEntry, ReferenceEntry) line: 1809"
3,0.01,"com.google.common.cache.LocalCache$Segment.getEntry(Object, int) line: 2694"
2,0.01,"net.minecraft.world.ticks.ProtoChunkTicks.schedule(SavedTick) line: 24"
2,0.01,"net.minecraft.world.ticks.LevelChunkTicks.<init>(List) line: 34"
2,0.01,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 267"
2,0.01,"net.minecraft.world.level.lighting.SkyLightEngine.propagateIncrease(long, long, int) line: 177"
2,0.01,"net.minecraft.world.level.levelgen.synth.SimplexNoise.p(int) line: 53"
2,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.processBlockInfos(ServerLevelAccessor, BlockPos, BlockPos, StructurePlaceSettings, List) line: 430"
2,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.JigsawReplacementProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 38"
2,0.01,"net.minecraft.world.level.levelgen.placement.PlacementFilter.getPositions(PlacementContext, RandomSource, BlockPos) line: 14"
2,0.01,"net.minecraft.world.level.levelgen.feature.trunkplacers.TrunkPlacer.isFree(WorldGenLevel, BlockPos) line: 89"
2,0.01,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 208"
2,0.01,"net.minecraft.world.level.levelgen.feature.SpringFeature.place(FeaturePlaceContext) line: 20"
2,0.01,"net.minecraft.world.level.levelgen.feature.SnowAndFreezeFeature.place(FeaturePlaceContext) line: 31"
2,0.01,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 102"
2,0.01,"net.minecraft.world.level.levelgen.feature.DripstoneUtils.growPointedDripstone(LevelAccessor, BlockPos, Direction, int, boolean) line: 99"
2,0.01,"net.minecraft.world.level.levelgen.carver.CanyonWorldCarver.shouldSkip(CarvingContext, float[], double, double, double, int) line: 111"
2,0.01,"net.minecraft.world.level.levelgen.blockpredicates.HasSturdyFacePredicate.test(WorldGenLevel, BlockPos) line: 27"
2,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRuleSource.apply(SurfaceRules$Context) line: 797"
2,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$Context.getMinSurfaceLevel() line: 145"
2,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$BlockRuleSource.apply(Object) line: 745"
2,0.01,"net.minecraft.world.level.levelgen.RandomState.getOrCreateRandomFactory(Identifier) line: 123"
2,0.01,"net.minecraft.world.level.levelgen.OreVeinifier.lambda$create$0(DensityFunction, BlockState, PositionalRandomFactory, DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 77"
2,0.01,"net.minecraft.world.level.levelgen.NoiseChunk.fillAllDirectly(double[], DensityFunction) line: 343"
2,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$NoiseInterpolator.selectCellYZ(int, int) line: 586"
2,0.01,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.applyCarvers(WorldGenRegion, long, RandomState, BiomeManager, StructureManager, ChunkAccess) line: 321"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$WeirdScaledSampler.maxValue() line: 640"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Spline.compute(DensityFunction$FunctionContext) line: 1214"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.maxValue() line: 700"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.equals(Object) line: 649"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftB.mapAll(DensityFunction$Visitor) line: 815"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$PureTransformer.fillArray(double[], DensityFunction$ContextProvider) line: 281"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1125"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1111"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.mapAll(DensityFunction$Visitor) line: 967"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 358"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 247"
2,0.01,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.isLighted(ChunkAccess) line: 32"
2,0.01,"net.minecraft.world.level.chunk.status.ChunkStatus.getStatusList() line: 55"
2,0.01,"net.minecraft.world.level.chunk.ProtoChunk.getOrCreateCarvingMask() line: 306"
2,0.01,"net.minecraft.world.level.chunk.LinearPalette.create(int, List) line: 34"
2,0.01,"net.minecraft.world.level.chunk.LevelChunkSection.fillBiomesFromNoise(BiomeResolver, Climate$Sampler, int, int, int) line: 212"
2,0.01,"net.minecraft.world.level.block.SculkVeinBlock.onDischarged(LevelAccessor, BlockState, BlockPos, RandomSource) line: 82"
2,0.01,"net.minecraft.world.level.block.MultifaceSpreader.getSpreadFromFaceTowardDirection(BlockState, BlockGetter, BlockPos, Direction, Direction, MultifaceSpreader$SpreadPredicate) line: 83"
2,0.01,"net.minecraft.world.level.ScheduledTickAccess.scheduleTick(BlockPos, Block, int) line: 22"
2,0.01,"net.minecraft.util.thread.AbstractConsecutiveExecutor.schedule(Runnable) line: 83"
2,0.01,"net.minecraft.util.CubicSpline$Multipoint.mapAll(CubicSpline$CoordinateVisitor) line: 207"
2,0.01,"net.minecraft.util.CubicSpline$Multipoint.linearExtend(float, float[], float, float[], int) line: 138"
2,0.01,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 178"
2,0.01,"net.minecraft.util.CrudeIncrementalIntIdentityHashBiMap.nextId() line: 80"
2,0.01,"net.minecraft.server.level.TicketType.equals(Object) line: 13"
2,0.01,"net.minecraft.server.level.LoadingChunkTracker.runDistanceUpdates(int) line: 50"
2,0.01,"net.minecraft.server.level.DistanceManager$FixedPlayerDistanceChunkTracker.runAllUpdates() line: 243"
2,0.01,"net.minecraft.server.level.ChunkTaskDispatcher.lambda$scheduleForExecution$2(int) line: 90"
2,0.01,"net.minecraft.resources.RegistryOps.create(DynamicOps, HolderLookup$Provider) line: 34"
2,0.01,"net.minecraft.core.Vec3i.equals(Object) line: 58"
2,0.01,"net.minecraft.core.SectionPos.getZeroNode(int, int) line: 212"
2,0.01,"net.minecraft.core.Holder$Reference.is(TagKey) line: 206"
2,0.01,"net.minecraft.core.AxisCycle$3.cycle(Direction$Axis) line: 60"
2,0.01,"java.util.stream.Streams$RangeIntSpliterator.forEachRemaining(IntConsumer) line: 104"
2,0.01,"java.util.stream.Sink$ChainedInt.end() line: 293"
2,0.01,"java.util.stream.ReferencePipeline$7$1FlatMap.end() line: 284"
2,0.01,"java.util.stream.ReferencePipeline$2$1.accept(Object) line: 197"
2,0.01,"java.util.stream.IntPipeline$1$1.accept(int) line: 180"
2,0.01,"java.util.stream.Collectors.groupingBy(Function, Supplier, Collector) line: 1119"
2,0.01,"java.util.stream.AbstractPipeline.isShortCircuitingPipeline() line: 443"
2,0.01,"java.util.concurrent.locks.LockSupport.unpark(Thread) line: 183"
2,0.01,"java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool$WorkQueue) line: 1999"
2,0.01,"java.util.concurrent.CompletableFuture$AsyncSupply.run() line: 1789"
2,0.01,"java.util.TimSort.binarySort(Object[], int, int, int, Comparator) line: 296"
2,0.01,"java.util.RegularEnumSet$EnumSetIterator.next() line: 79"
2,0.01,"java.util.LinkedHashMap.keySet() line: 629"
2,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 671"
2,0.01,"java.util.DualPivotQuicksort.sort(int[], int, int, int) line: 238"
2,0.01,"java.util.ArrayList.grow(int) line: 240"
2,0.01,"it.unimi.dsi.fastutil.longs.LongOpenHashSet$SetIterator.nextLong() line: 550"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.rehash(int) line: 1411"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.insert(int, long, int) line: 256"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.find(long) line: 300"
2,0.01,"com.google.common.cache.LocalCache.getOrLoad(Object) line: 4006"
1,0.00,"sun.security.provider.SHA2.implDigest(byte[], int) line: 110"
1,0.00,"net.minecraft.world.ticks.ScheduledTick$1.hashCode(ScheduledTick) line: 43"
1,0.00,"net.minecraft.world.ticks.ScheduledTick$1.hashCode(Object) line: 40"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 275"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 268"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 266"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 249"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 247"
1,0.00,"net.minecraft.world.phys.shapes.BitSetDiscreteVoxelShape.lambda$join$2(BooleanOp, DiscreteVoxelShape, int, int, DiscreteVoxelShape, int, int, BitSetDiscreteVoxelShape, int, int, int[], boolean[], int, int, int) line: 130"
1,0.00,"net.minecraft.world.phys.shapes.BitSetDiscreteVoxelShape.isEmpty() line: 101"
1,0.00,"net.minecraft.world.phys.Vec2.lambda$static$0(List) line: 21"
1,0.00,"net.minecraft.world.level.storage.TagValueInput.read(String, Codec) line: 55"
1,0.00,"net.minecraft.world.level.storage.TagValueInput.getShortOr(String, short) line: 155"
1,0.00,"net.minecraft.world.level.lighting.SkyLightEngine.countEmptySectionsBelowIfAtBorder(long) line: 236"
1,0.00,"net.minecraft.world.level.lighting.LightEngine.runLightUpdates() line: 160"
1,0.00,"net.minecraft.world.level.lighting.LightEngine.runLightUpdates() line: 158"
1,0.00,"net.minecraft.world.level.lighting.LevelLightEngine.setLightEnabled(ChunkPos, boolean) line: 84"
1,0.00,"net.minecraft.world.level.lighting.LayerLightSectionStorage.setStoredLevel(long, int) line: 110"
1,0.00,"net.minecraft.world.level.lighting.ChunkSkyLightSources.isEdgeOccluded(BlockState, BlockState) line: 145"
1,0.00,"net.minecraft.world.level.levelgen.synth.NormalNoise.create(RandomSource, NormalNoise$NoiseParameters) line: 44"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.RuleProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 28"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.RuleProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 26"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.ProtectedBlockProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 25"
1,0.00,"net.minecraft.world.level.levelgen.structure.structures.OceanRuinPieces$OceanRuinPiece.getHeight(BlockPos, BlockGetter, BlockPos) line: 326"
1,0.00,"net.minecraft.world.level.levelgen.structure.structures.MineshaftPieces$MineShaftPiece.isInInvalidLocation(LevelAccessor, BoundingBox) line: 129"
1,0.00,"net.minecraft.world.level.levelgen.structure.structures.MineshaftPieces$MineShaftCorridor.canPlaceColumnOnTopOf(LevelReader, BlockPos, BlockState) line: 638"
1,0.00,"net.minecraft.world.level.levelgen.structure.StructurePiece.reorient(BlockGetter, BlockPos, BlockState) line: 410"
1,0.00,"net.minecraft.world.level.levelgen.structure.StructurePiece.placeBlock(WorldGenLevel, BlockState, int, int, int, BoundingBox) line: 216"
1,0.00,"net.minecraft.world.level.levelgen.structure.PoolElementStructurePiece.place(WorldGenLevel, StructureManager, ChunkGenerator, RandomSource, BoundingBox, BlockPos, boolean) line: 94"
1,0.00,"net.minecraft.world.level.levelgen.structure.BoundingBox.fromCorners(Vec3i, Vec3i) line: 69"
1,0.00,"net.minecraft.world.level.levelgen.placement.RandomOffsetPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 50"
1,0.00,"net.minecraft.world.level.levelgen.placement.RandomOffsetPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 47"
1,0.00,"net.minecraft.world.level.levelgen.placement.PlacementContext.getHeight(Heightmap$Types, int, int) line: 28"
1,0.00,"net.minecraft.world.level.levelgen.placement.PlacedFeature.placeWithContext(PlacementContext, RandomSource, BlockPos) line: 49"
1,0.00,"net.minecraft.world.level.levelgen.placement.PlacedFeature.placeWithBiomeCheck(WorldGenLevel, ChunkGenerator, RandomSource, BlockPos) line: 42"
1,0.00,"net.minecraft.world.level.levelgen.placement.BlockPredicateFilter.shouldPlace(PlacementContext, RandomSource, BlockPos) line: 28"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.PineFoliagePlacer.foliageRadius(RandomSource, int) line: 45"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.MegaPineFoliagePlacer.createFoliage(WorldGenLevel, FoliagePlacer$FoliageSetter, RandomSource, TreeConfiguration, int, FoliagePlacer$FoliageAttachment, int, int, int) line: 38"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.shouldSkipLocationSigned(RandomSource, int, int, int, int, boolean) line: 78"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.placeLeavesRow(WorldGenLevel, FoliagePlacer$FoliageSetter, RandomSource, TreeConfiguration, BlockPos, int, int, boolean) line: 86"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.BlobFoliagePlacer.foliageHeight(RandomSource, int, TreeConfiguration) line: 43"
1,0.00,"net.minecraft.world.level.levelgen.feature.WaterloggedVegetationPatchFeature.isExposedDirection(WorldGenLevel, BlockPos, BlockPos$MutableBlockPos, Direction) line: 50"
1,0.00,"net.minecraft.world.level.levelgen.feature.VegetationPatchFeature.place(FeaturePlaceContext) line: 35"
1,0.00,"net.minecraft.world.level.levelgen.feature.VegetationPatchFeature.distributeVegetation(FeaturePlaceContext, WorldGenLevel, VegetationPatchConfiguration, RandomSource, Set, int, int) line: 86"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.validTreePos(LevelSimulatedReader, BlockPos) line: 55"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 239"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 221"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 213"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.place(FeaturePlaceContext) line: 168"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.lambda$place$3(TreeDecorator$Context, TreeDecorator) line: 160"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.doPlace(WorldGenLevel, RandomSource, BlockPos, BiConsumer, BiConsumer, FoliagePlacer$FoliageSetter, TreeConfiguration) line: 60"
1,0.00,"net.minecraft.world.level.levelgen.feature.SpringFeature.place(FeaturePlaceContext) line: 69"
1,0.00,"net.minecraft.world.level.levelgen.feature.SimpleBlockFeature.place(FeaturePlaceContext) line: 22"
1,0.00,"net.minecraft.world.level.levelgen.feature.LakeFeature.place(FeaturePlaceContext) line: 62"
1,0.00,"net.minecraft.world.level.levelgen.feature.LakeFeature.place(FeaturePlaceContext) line: 124"
1,0.00,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 109"
1,0.00,"net.minecraft.world.level.levelgen.feature.Feature.checkNeighbors(Function, BlockPos, Predicate) line: 170"
1,0.00,"net.minecraft.world.level.levelgen.feature.DripstoneUtils.getDripstoneHeight(double, double, double, double) line: 43"
1,0.00,"net.minecraft.world.level.levelgen.carver.WorldCarver.carveEllipsoid(CarvingContext, CarverConfiguration, ChunkAccess, Function, Aquifer, double, double, double, double, double, CarvingMask, WorldCarver$CarveSkipChecker) line: 99"
1,0.00,"net.minecraft.world.level.levelgen.carver.WorldCarver.carveEllipsoid(CarvingContext, CarverConfiguration, ChunkAccess, Function, Aquifer, double, double, double, double, double, CarvingMask, WorldCarver$CarveSkipChecker) line: 113"
1,0.00,"net.minecraft.world.level.levelgen.carver.CaveWorldCarver.createRoom(CarvingContext, CaveCarverConfiguration, ChunkAccess, Function, Aquifer, double, double, double, float, double, CarvingMask, WorldCarver$CarveSkipChecker) line: 88"
1,0.00,"net.minecraft.world.level.levelgen.carver.CanyonWorldCarver.carve(CarvingContext, CanyonCarverConfiguration, ChunkAccess, Function, RandomSource, Aquifer, ChunkPos, CarvingMask) line: 41"
1,0.00,"net.minecraft.world.level.levelgen.blending.Blender.generateBorderTicks(WorldGenRegion, ChunkAccess) line: 317"
1,0.00,"net.minecraft.world.level.levelgen.XoroshiroRandomSource.nextInt(int) line: 60"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceSystem.buildSurface(RandomState, BiomeManager, Registry, boolean, WorldGenerationContext, ChunkAccess, NoiseChunk, SurfaceRules$RuleSource) line: 174"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$WaterConditionSource.apply(SurfaceRules$Context) line: 584"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$StoneDepthCheck.apply(SurfaceRules$Context) line: 496"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$NotConditionSource.apply(SurfaceRules$Context) line: 459"
